http://w3id.org/permafrost/v/illustratedpermafrost/adfreezepile,adfreeze pile,,"Long posts (called piles) made of steel, wood or concrete that are solidly frozen into the permafrost in order to support a building or other structure. ",Did you know? Buildings on adfreeze piles are usually raised off the ground to reduce heat entering the permafrost.,,,,adfreezepile,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/aircooledembankment,air-cooled embankment,,"A coarse rock or gravel pad that contains air voids or pipes that allow air to circulate in winter, with warm air rising and flowing out while cold air is pulled in.",Did you know? The air movements cool the interior of the embankment and help preserve the permafrost beneath it.,,,,aircooledembankment,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/albedo,albedo,,The fraction of sunlight that is reflected by a surface. ,"Did you know? Engineers have experimented with light-coloured road and runway surfaces that have higher albedos, reflect more sunlight, reduce heat entering the ground and help maintain the permafrost.",,,,albedo,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/aufeis,aufeis,,A thick sheet of ice (also called an icing) that builds up in layers on the ground in winter as water emerges under pressure. ,Did you know? Aufeis that covers a road can be hazardous to vehicles because it is so smooth and slippery.,,,,aufeis,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/beadedstream,beaded stream,,"A narrow stream that connects deeper pools, creating a bead-like appearance. ",Did you know?  The pools occur at the intersections of ice wedges.,,,,beadedstream,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/buriedice,buried ice,,Ice that was covered by sediments and preserved in the permafrost. ,"Did you know? The ice may have been formed as part of a glacier, a snowbank, or lake ice. Some buried ice was formed in the last Ice Age and has been preserved as part of the permafrost for thousands of years.",,,,buriedice,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/continuouspermafrost,continuous permafrost,,Permafrost that is present almost everywhere in a region. ,Did you know? A mean annual air temperature below -6°C is usually needed for permafrost to be continuous.,,,,continuouspermafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/continuouspermafrostzone,continuous permafrost zone,,A geographic area where permafrost is estimated to be present beneath more than 90% of the land surface. ,"Did you know? In North America, the continuous permafrost zone generally starts close to treeline and extends throughout the tundra.",,,,continuouspermafrostzone,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/creepoffrozenground,creep of frozen ground,,The slow deformation of frozen ground. ,"Did you know? Creep is mostly due to ice in the ground slowly changing shape while under pressure, especially on slopes. It can affect the stability of buildings constructed on permafrost.  .",,,,creepoffrozenground,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/cryosphere,cryosphere,,The portion of the Earth that contains ice or experiences freezing temperatures for at least part of the year. ,"Did you know? The cryosphere contains more than 90% of the world's freshwater and includes permafrost, glaciers, and the seasonal snowpack.",,,,cryosphere,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/cryostratigraphy,cryostratigraphy,,The study of frozen layers in the Earth's crust to understand how they formed. ,Did you know? Layers of sediment and rock develop unique patterns and shapes due to freezing and thawing.,,,,cryostratigraphy,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/cryostructure,cryostructure,,The relative amounts and arrangement of soil and ice in permafrost. ,Did you know? There are many types of cryostructure. One common kind looks like alternating layers of ice and sediment while another looks like vertical wedges of ice.,,,,cryostructure,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/debrisflow,debris flow,,"A landslide composed of mud, rocks and water that flows rapidly down a slope. ",Did you know? Debris flows usually develop on steep slopes and are most often triggered by rapid snowmelt or heavy rain. They move fast enough to be dangerous and destructive. They can occur in areas with or without permafrost.,,,,debrisflow,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/discontinuouspermafrost,discontinuous permafrost,,"Permafrost present under some, but not all, of the land in a region. ","Did you know? Where permafrost is discontinuous, it will be absent from the warmest parts of the landscape, such as well-drained, sunny slopess.",,,,discontinuouspermafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/discontinuouspermafrostzone,discontinuous permafrost zone,,"A geographical area where permafrost is estimated to be present beneath more than half, but less than 90%, of the land surface. ","Did you know? In North America, the discontinuous permafrost zone (sometimes called the extensive discontinuous permafrost zone in Canada) generally starts within the boreal forest and extends northwards to the treeline.",,,,discontinuouspermafrostzone,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/drunkenforest,drunken forest,,Trees leaning in differing directions as if unable to stand upright. ,Did you know? Drunken forest can be caused by ice forming or melting in the ground beneath the trees. It's often a good indication that permafrost is present.,,,,drunkenforest,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/electricalresistivitytomography,electrical resistivity tomography (ERT),,A scientific technique that can be used to examine the characteristics of permafrost at a site. ,Did you know? ERT uses a small amount of electricity from a battery to distinguish between unfrozen ground containing water (a good conductor) and permafrost containing ice (a poor conductor).,,,,electricalresistivitytomography,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/excessice,excess ice,,"Ice, which when melted, exceeds the space available for water to be stored in the ground. ","Did you know? Excess ice is often visible when it is present in a sample of frozen soil. If excess ice melts, water is lost and the ground settles .",,,,excessice,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/foodcellar,food cellar,,A chamber excavated in the permafrost that is used to refrigerate or freeze country foods. ,"Did you know? Some food cellars (also known as ice cellars, ice houses and meat cellars) have become unusable in recent years as flooding has occurred or the permafrost has become too warm to safely store meat or fish.",,,,foodcellar,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/freezeback,freezeback,,Refreezing of soil that thawed during the summer or freezing of unfrozen materials that were placed during construction on permafrost. ,"Did you know? Freezeback of the entire active layer may take a few weeks to a few months in the tundra, but all winter at sites in the boreal forest.",,,,freezeback,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/freezingofground,freezing of ground,,The process of turning some or all of the water in the ground into ice. ,"Did you know? Water in the ground does not start to freeze at exactly 0°C because it always contains dissolved salts which lower the freezing point. In clay  soils, a fraction of the moisture can remain unfrozen to -8°C or below because it is so tightly bonded to the  small soil particles.",,,,freezingofground,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostaction,frost action,,"The alternate freezing and thawing of moisture in soil and rock, and the resulting effects on the ground, buildings and infrastructure. ","Did you know? Frost action has many effects, including the breakdown of rocks and the heaving of roads.",,,,frostaction,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostblister,frost blister,,A frozen mound raised up in a single winter by pressurized water confined between the freezing active layer and the permafrost. ,Did you know? Frost blisters have cores made up of long crystals of almost pure ice. They usually melt out the summer after they form.,,,,frostblister,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostboil,frost boil,,"A patch of bare soil with a slightly mounded central area, formed by frost action. ",Did you know? Frost boils are used by some geologists to collect soil samples during mineral exploration. ,,,,frostboil,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostbulb,frost bulb,,A zone of frozen ground that forms around an engineered structure chilled below the freezing point. ,Did you know? Frost bulbs can form below refrigerated hockey rinks.,,,,frostbulb,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostheave,frost heave,,The upward movement of the ground due to ice formed while freezing. ,Did you know? Frost heave generates enough force that it can lift even very heavy objects on the ground surface.,,,,frostheave,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostjacking,frost jacking,,The lifting by frost heave of piles or other posts embedded in the ground. ,"Did you know? This can be a serious problem for buildings and bridges, especially because each pile is nearly always jacked by a different amount.",,,,frostjacking,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostprobe,frost probe,,"A metal rod that is pushed into the ground to measure the frost table depth (i.e., thaw depth). ","Did you know...? The T-shaped handle of the frost probe is used to push it into the ground until it suddenly stops. With experience, it may be possible to use the impact and the sound the probe makes to tell whether it has hit frozen ground or a rock. Frost probing at the end of summer that encounters frozen ground shows that permafrost is present and the depth of the probe tip is roughly equal to the active layer thickness.",,,,frostprobe,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostshattering,frost shattering,,Freezing that breaks up rock into smaller pieces. ,Did you know? The movement of water through the rock and its expansion as it changes into ice creates the high pressures that cause rock to shatter.,,,,frostshattering,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostsorting,frost sorting,,The re-arrangement of soil particles and stones by frost action into groups of differing sizes. ,"Did you know? Frost sorting is linked to the formation of some unique patterned ground features, including sorted nets, circles, stripes, and polygons.",,,,frostsorting,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/froststableground,frost-stable ground,,Ground in which little or no ice forms during freezing. ,"Did you know? Frost-stable ground is usually composed of coarse-grained soils, such as sands or gravels, or unfractured bedrock. These are also called non-frost-susceptible materials. Buildings constructed on them are unaffected by ground freezing or thawing.",,,,froststableground,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frostsusceptibleground,frost-susceptible ground,,"Ground in which excess ice may form during freezing, causing frost heave. ","Did you know? Frost-susceptible ground is usually composed of fine-grained soils, such as silts and clays. These are also called frost-susceptible materials. Buildings constructed on perennially frozen frost-susceptible materials are typically designed to maintain the permafrost because these soils lose strength and settle if the ground thaws.",,,,frostsusceptibleground,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/frozenground,frozen ground,,Soil or rock that contains ice. ,"Did you know? In fine-grained clay soils or saline soils, some water may remain liquid even when the ground temperature is well below 0°C.",,,,frozenground,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/geocryology,geocryology,,The study of permafrost and seasonally frozen ground. ,"Did you know? Geocryologists may be trained as scientists, engineers or both. They have formed organizations such as the Canadian Permafrost Association and the International Permafrost Associationto share knowledge with other geocryologists and with those who live or work on permafrost.",,,,geocryology,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/geothermalgradient,geothermal gradient,,The rate at which the temperature of the ground changes with depth. ,"Did you know? The ground typically gets warmer as you go deeper. Due to recent climate warming, however, the surface layers of permafrost may be as warm as, or warmer than, deeper layers. ",,,,geothermalgradient,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/groundice,ground ice,,Ice in the ground. ,Did you know? Ground ice comes in numerous shapes and sizes and has many different origins. Its presence is what makes permafrost thaw so significant.,,,,groundice,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/hummock,hummock,,"A small mound or hump on the ground surface, typically made up of fine-grained soil or vegetation. ","Did you know? Hummocks often occur in groups which give the ground a bumpy, patterned appearance. This uneveness can make walking quite difficult.",,,,hummock,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/hydraulicthawing,hydraulic thawing,,The thawing of frozen soil using jets of water or steam. ,"Did you know? This technique is used to thaw permafrost in the Yukon and elsewhere, to allow gold to be extracted from frozen gravels.",,,,hydraulicthawing,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icelens,ice lens,,Ground ice in the shape of a lens. ,Did you know? The thickness of an ice lens in permafrost can range from the diameter of a human hair to 10 m or more.,,,,icelens,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icepoorpermafrost,ice-poor permafrost,,Permafrost with a low ground ice content. ,Did you know? Ice-poor permafrost is most common in coarse-grained soils (sands and gravels) and in unfractured bedrock. A building constructed on ice-poor permafrost will be almost unaffected if the permafrost thaws.,,,,icepoorpermafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icerichpermafrost,ice-rich permafrost,,Permafrost with a high ground ice content. ,Did you know? Ice-rich permafrost is particularly common in areas of fine-grained soils (silts and clays). Buildings constructed on ice-rich permafrost must be designed to prevent it from thawing.,,,,icerichpermafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icevein,ice vein,,Ice occurring within a crack or fissure in the ground. ,Did you know? Ice wedges are made up of many ice veins.,,,,icevein,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icewedge,ice wedge,,"A wedge-shaped body of ice, tapering downward into the ground. ","Did you know? An ice wedge forms by a yearly cycle of contraction and cracking of the frozen ground in winter, followed by meltwater entering and freezing within the crack in the spring.",,,,icewedge,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icewedgemeltpond,ice-wedge melt pond,,A narrow pond developed over a partially melted ice wedge. ,"Did you know? These ponds have become common in some areas because warmer summers have caused the tops of ice wedges to melt, forming a depression that fills with water.",,,,icewedgemeltpond,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/icewedgepolygon,ice-wedge polygon,,A polygon on the ground surface with ice wedges present beneath its borders. ,Did you know? Ice-wedge polygons can be high-centred or low-centred and usually form a network.,,,,icewedgepolygon,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/isolatedpatchesofpermafrostzone,isolated patches of permafrost zone,,A geographical area where patches of permafrost are estimated to be present beneath less than 10% of the land surface. ,"Did you know? In North America, permafrost in the isolated patches zone is mostly found in peatlands where it is only a few metres thick.",,,,isolatedpatchesofpermafrostzone,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/isotherm,isotherm,,A line on a map or scientific diagram that links points of equal temperature. ,Did you know? The pattern of isotherms on a map shows how temperatures vary through space.,,,,isotherm,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/lithalsa,lithalsa,,A permafrost mound up to a few metres high composed almost entirely of mineral soil and layers of ice. ,Did you know? Lithalsas typically occur in wetlands where permafrost is discontinuous. The layers of ground ice within a lithalsa are the main reason it rises above the surrounding wetland.,,,,lithalsa,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/massiveice,massive ice,,Masses of nearly pure ice in the ground. ,Did you know? Massive ice beds can be more than 40 m thick and extend over distances of 2 km.,,,,massiveice,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/meanannualairtemperature,mean annual air temperature,,The temperature of the air averaged from daily measurements for at least one complete year. ,Did you know? Mean annual air temperatures in the Arctic and Subarctic are rising rapidly and causing permafrost to warm and thaw.,,,,meanannualairtemperature,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/mountainpermafrost,mountain permafrost,,Permafrost within high mountain regions of the world. ,"Did you know? Permafrost can exist in mountains when it is absent in nearby valleys because the climate is colder at high elevations. Permafrost is also more common beneath shaded mountain slopes, which face north in the Northern Hemisphere (e.g. in the Rocky Mountains and the European Alps) and south in the Southern Hemisphere (e.g., in the Andes). ",,,,mountainpermafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/muskeg,muskeg,,Peat-covered wetlands that may include permafrost mounds. ,Did you know? Muskeg is a word that has its roots in Algonquian languages. The southernmost permafrost in North America that is not in mountains is found in muskeg.,,,,muskeg,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/nearsurfacepermafrost,near-surface permafrost,,Permafrost within 3-4 m of the ground surface. ,"Did you know?  Computer models can be used to predict the impact of climate warming on near-surface permafrost which will be the first part to thaw, and which often contains more ice than deeper layers.",,,,nearsurfacepermafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/palsa,palsa,,A permafrost mound up to a few metres high composed mainly of frozen peat and layers of ice. ,Did you know? Palsas typically occur in wetlands where permafrost is discontinuous. The layers of ground ice within a palsa are the main reason it rises above the surrounding wetland.,,,,palsa,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/patternedground,patterned ground,,"A repeating pattern of polygons, circles, nets, stripes or steps visible on the ground surface.  ",Did you know? Patterned ground can be outlined by differences in vegetation or by the size of soil particles. It is linked to ground freezing and thawing and may be an indication that permafrost is present.,,,,patternedground,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/peat,peat,,"Decaying plant matter, usually found at the ground surface, forming a layer over other soils. ","Did you know? Peat is an excellent natural insulator, better than many manufactured ones. This can allow permafrost to be present at peat-covered sites where the climate is otherwise too warm for it to exist.",,,,peat,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/peatland,peatland,,"Peat-covered ground, commonly referred to as muskeg in North America. ",Did you know? The southernmost permafrost in North America that is not in mountains is found in peatlands.,,,,peatland,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/peatplateau,peat plateau,,"An isolated, flat-topped, elevated area of peat containing permafrost, usually within a wetland. ","Did you know? Reindeer lichen often grows on peat plateaus, making them good habitat for caribou.",,,,peatplateau,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrost,permafrost,,Ground that remains at or below a temperature of 0°C for at least two years in a row. ,"Did you know? Although permafrost is defined by temperature it usually contains some ice. However, there are exceptions. For example, a soil with a high concentration of salts does not freeze at 0°C so it can be permafrost and contain only liquid water, while both liquid water and ice can be absent in the dry permafrost of Antarctica. ",,,,permafrost,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostaggradation,permafrost aggradation,,"The formation or growth of permafrost upwards, downwards, or sideways. ","Did you know? Global climate warming means that permafrost aggradation is now quite rare. It can still occur, however, if unfrozen sediments are newly exposed to a cold climate, such as when a lake drains on the tundra and permafrost aggrades in the former lake bottom.",,,,permafrostaggradation,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostbase,permafrost base,,The lower boundary of permafrost. ,"Did you know? The permafrost base, where ground temperatures begin to be higher than 0°C, may be only a few metres deep in the boreal forest but several hundred metres deep beneath tundra.",,,,permafrostbase,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostcarbon,permafrost carbon,,Organic carbon stored in permafrost. ,Did you know? There is a massive amount of permafrost carbon in the Arctic and Subarctic. Most of it is made up of shoots and roots of plants that were incorporated into the soil and then frozen as the permafrost formed.,,,,permafrostcarbon,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostcarbonclimatefeedbacks,permafrost carbon-climate feedbacks,,The processes by which a rise in global air temperature causes and is affected by permafrost change. ,"Did you know? Thawing permafrost can release organic carbon from storage, which may generate additional greenhouse gases as it decays and thereby amplify the global rise in air temperature. Thawing permafrost may also enable accelerated plant growth and carbon accumulation which may offset the original temperature change. These important feedbacks could affect the climate of the entire Earth.",,,,permafrostcarbonclimatefeedbacks,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostcoresample,permafrost core sample,,"A sample of permafrost, typically a cylinder of frozen soil or rock and ice, obtained using a specialized drill . ","Did you know? Core samples can be used for many purposes, such as describing the distribution of ice in the permafrost and for measuring its strength in the laboratory as it thaws.",,,,permafrostcoresample,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostdegradation,permafrost degradation,,"Changes in the physical characteristics of permafrost due to warming or thaw from the top down, bottom up, or sideways. ",Did you know? Permafrost degradation has become widespread as the climate has warmed. It can have major ecological impacts and can also negatively affect buildings and other infrastructure.,,,,permafrostdegradation,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostmelt,permafrost melt,,A commonly-used phrase to describe the degradation of permafrost containing large amounts of ice . ,"Did you know? Permafrost scientists and engineers prefer to say that permafrost thaws, not melts. That's because the ice alone melts, while the soils and rocks that make up most of the permafrost do not.",,,,permafrostmelt,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostmonitoringborehole,permafrost monitoring borehole,,A borehole drilled in permafrost and equipped with sensors that measure ground temperature. ,"Did you know? Hundreds of monitoring boreholes in the Arctic, Antarctic and at high elevations make up the Global Terrestrial Network for Permafrost whose goal is to measure  permafrost  warming and thawing over the long term (see https://gtnp.arcticportal.org/).",,,,permafrostmonitoringborehole,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrosttable,permafrost table,,The top boundary of permafrost. ,Did you know? The permafrost table can be less than 1 m deep beneath the tundra but can be several metres below the ground surface where permafrost degradation is occurring.,,,,permafrosttable,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostthaw,permafrost thaw,,The change in permafrost as  ground temperatures approach or exceed 0°C and ground ice changes into liquid water. ,"Did you know? Permafrost thaw usually takes place quite slowly, but large amounts of ice in the ground can affect this, resulting in thermokarst development and what is sometimes called abrupt thaw.",,,,permafrostthaw,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostthickness,permafrost thickness,,The thickness of permafrost measured from the permafrost table to its base. ,Did you know? The thickness of permafrost varies from a few metres in the isolated patches zone to more than 1000 m in the coldest parts of the continuous permafrost zone.,,,,permafrostthickness,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/permafrostzone,permafrost zone,,A geographical area where permafrost is estimated to be present beneath a certain proportion of the ground surface. ,"Did you know? There are four main permafrost zones, defined by the estimated percentage of the land surface underlain by permafrost: continuous (90-100%), discontinuous (50-90%), sporadic (10-50%) and isolated patches (less than 10%).",,,,permafrostzone,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
http://w3id.org/permafrost/v/illustratedpermafrost/pingo,pingo,,A dome-shaped or conical hill formed by the growth of an ice core within permafrost. ,"Did you know?  The term pingo, which has been adopted worldwide, is a regional Inuvialuktun word for these features in the Mackenzie Delta Region, Canada.",,,,pingo,,,,https://doi.org/10.52381/CPA.permafrostdictionary.1
